XL Enterprises Limited Textiles- Apparel & Luxury Goods Packing Credits CRISIL A4+
XL Laboratories Private Limited Pharmaceuticals Cash Credit Limit CRISIL BBB- Stable
Proposed Long-Term Bank Facility CRISIL BBB- Stable
Term Loan Facilities CRISIL BBB- Stable
Export Packing Credit limits CRISIL A3
Bank Guarantee limit CRISIL A3
XO Pack Private Limited Containers & Packaging Stand by Line of Credit #
Long Term Bank Loan #
Cash Credit Limit #
Xindia Steels Limited Metals & Mining Proposed Cash Credit Limit CRISIL BBB- Stable
Cash Credit Limit CRISIL BBB- Stable
Proposed Long-Term Bank Facility CRISIL BBB- Stable
Bank Guarantee limit CRISIL A3
Letter of Credit Limit CRISIL A3
Xmold Polymers Private Limited Chemicals Cash Credit Limit CRISIL B+ Stable
Proposed Working Capital Facility CRISIL B+ Stable
Long Term Bank Loan CRISIL B+ Stable
Xoriant Solutions Private Limited IT Services Proposed Long-Term Bank Facility CRISIL BBB Positive
Foreign Bill Discounting CRISIL A3+
Xplore Infrastructure Private Limited Construction & Engineering Cash Credit Limit #
Xplore Lifestyle Solutions Private Limited Health Care Equipment & Supplies Proposed Long-Term Bank Facility CRISIL B Stable
Cash Credit Limit CRISIL B Stable
Xplore-Tech Services Private Limited IT Services Foreign Currency Term Loan #
Proposed Long-Term Bank Facility #
Xrbia Developers Limited Real Estate Development Proposed Long-Term Bank Facility CRISIL BBB- Stable
Term Loan Facilities CRISIL BBB- Stable
Bank Guarantee limit CRISIL A3
Xrbia Hinjewadi Developers Private Limited Real Estate Development Cash Credit Limit CRISIL BBB Stable
Xrbia North Hinjewadi Developers Private Limited Real Estate Development Term Loan Facilities CRISIL BBB- Stable
Xrbia Warai Developers Private Limited Real Estate Development Proposed Long-Term Bank Facility CRISIL BBB- Stable
Xtraa Cleancities Limited Oil Gas & Consumable Fuels Cash Credit Limit #
Long Term Bank Loan #
Letter of Credit Limit #
Packing Credits #
