D B Malls Private Limited, Real Estate Development Term Loan Facilities #,D C Metals Trading Companies & Distributors Cash Credit Limit CRISIL D,,,,,,,,,,,
Diamond Shipping Agencies Private Limited, Air Freight & Logistics Long Term Bank Loan CRISIL BBB- Stable,Proposed Long-Term Bank Facility CRISIL BBB- Stable,Cash Credit Limit CRISIL BBB- Stable,Bank Guarantee limit CRISIL A3,,,,,,,,,
Diamond Solvex Private Limited, Food Products Proposed Long-Term Bank Facility CRISIL B+ Stable,Cash Credit Limit CRISIL B+ Stable,Over Draft CRISIL B+ Stable,Term Loan Facilities CRISIL B+ Stable,,,,,,,,,
Diamond TMT AND Procon Private Limited, Metals & Mining Cash Credit Limit CRISIL B+ Stable,Term Loan Facilities CRISIL B+ Stable,Bank Guarantee limit CRISIL A4,Diamondstar Textiles- Apparel & Luxury Goods Proposed Short Term Bank Facility CRISIL A4+,Post Shipment Credit CRISIL A4+,Packing Credits CRISIL A4+,Diamour Textiles- Apparel & Luxury Goods Export Post-Shipment Credit #,,,,,,
Diana Buildwell Limited, Hotels Restaurants & Leisure Term Loan Facilities CRISIL BBB- Stable,Bank Guarantee limit CRISIL A3,Diana Heights Hotels Restaurants & Leisure Term Loan Facilities CRISIL D,,,,,,,,,,
Diana Tea Co Limited, Food Products Proposed Long-Term Bank Facility CRISIL BBB Stable,Cash Credit Limit CRISIL BBB Stable,Bank Guarantee limit CRISIL A3+,,,,,,,,,,
Diasqua India Private Limited, Textiles- Apparel & Luxury Goods Proposed Short Term Bank Facility CRISIL A4,Post Shipment Credit CRISIL A4,,,,,,,,,,,
Diastar Jewellery Private Limited, Textiles- Apparel & Luxury Goods Foreign Bill Purchase Limit #,Packing Credits #,Short-Term Bank Facility #,,,,,,,,,,
Dicitex Furnishings Limited, Household Durables Term Loan Facilities CRISIL BB+ Stable,Cash Credit Limit CRISIL BB+ Stable,Foreign Demand Bill Purchase CRISIL A4+,Letter Of Guarantee CRISIL A4+,Import Letter of Credit Limit CRISIL A4+,Packing Credits CRISIL A4+,,,,,,,
Dicitex Home Furnishings Private Limited, Household Durables Cash Credit Limit CRISIL BB+ Stable,Term Loan Facilities CRISIL BB+ Stable,Import Letter of Credit Limit CRISIL A4+,Letter Of Guarantee CRISIL A4+,Didar Motors Specialty Retail Cash Credit Limit #,Inventory Funding #,Proposed Long-Term Bank Facility #,,,,,,
Diehard Dies Private Limited, Machinery Long Term Bank Loan #,Cash Credit Limit #,Letter of Credit Limit #,Diesel Machinery Works Auto Components Term Loan Facilities CRISIL BB- Stable,Cash Credit Limit CRISIL BB- Stable,,,,,,,,
Diffusion Engineers Limited, Machinery Proposed Long-Term Bank Facility CRISIL BBB+ Stable,Term Loan Facilities CRISIL BBB+ Stable,Cash Credit Limit CRISIL BBB+ Stable,Proposed Cash Credit Limit CRISIL BBB+ Stable,Bank Guarantee limit CRISIL A2,,,,,,,,
Digboi Carbon Private Limited, Machinery Cash Credit Limit #,,,,,,,,,,,,
Digha Sea Food Exports Private Limited, Food Products Foreign Bill Discounting Limit CRISIL BB- Stable,Term Loan Facilities CRISIL BB- Stable,Packing Credit CRISIL BB- Stable,Proposed Long-Term Bank Facility CRISIL BB- Stable,Packing Credits CRISIL A4+,,,,,,,,
Dighvijay Plastics and Allied Products Private Limited, Auto Components Cash Credit Limit CRISIL BBB- Stable,Bill Discounting Facility CRISIL A3,,,,,,,,,,,
Digi Drives Private Limited, Machinery Cash Credit Limit CRISIL BB Stable,Bank Guarantee limit CRISIL A4+,,,,,,,,,,,
Digicable Network India Private Limited, Media Proposed Term Loan #,,,,,,,,,,,,
Digicall Teleservices Private Limited, IT Services Over Draft CRISIL B+ Stable,Proposed Long-Term Bank Facility CRISIL B+ Stable,Term Loan Facilities CRISIL B+ Stable,,,,,,,,,,
Digital Ceramics Private Limited, Building Products Cash Credit Limit CRISIL B+ Stable,Term Loan Facilities CRISIL B+ Stable,Bank Guarantee limit CRISIL A4,Digitronics Electrical Equipment Cash Credit Limit #,Term Loan Facilities #,Proposed Cash Credit Limit #,Bank Guarantee limit #,Dignity Innovations Textiles- Apparel & Luxury Goods Working Capital Term Loan CRISIL B- Stable,Proposed Packing Credit CRISIL A4,Foreign Bill Purchase Limit CRISIL A4,Packing Credits CRISIL A4,,
Digvijay Chemicals Limited, Beverages Cash Credit Limit CRISIL BB+ Stable,Bank Guarantee limit CRISIL A4+,,,,,,,,,,,
Diksha Garments Private Limited, Textiles- Apparel & Luxury Goods Cash Credit Limit #,Letter of Credit Limit #,,,,,,,,,,,
Diksha Timber Private Limited, Paper & Forest Products Proposed Cash Credit Limit #,Cash Credit Limit #,Letter of Credit Limit #,Proposed Letter of Credit #,,,,,,,,,
Dilip Rerolling Private Limited, Metals & Mining Proposed Long-Term Bank Facility #,Long Term Bank Loan #,Cash Credit Limit #,,,,,,,,,,
Dilip Textiles Private Limited, Textiles- Apparel & Luxury Goods Cash Credit Limit CRISIL BB- Stable,Term Loan Facilities CRISIL BB- Stable,Dilipkumar V. Lakhi Textiles- Apparel & Luxury Goods Proposed Short Term Bank Facility CRISIL A1+,Diliso Ceramic Building Products Long Term Bank Loan CRISIL B+ Stable,Cash Credit Limit CRISIL B+ Stable,Proposed Long-Term Bank Facility CRISIL B+ Stable,Bank Guarantee limit CRISIL A4,,,,,,
Dillip Constructions Private Limited, Construction & Engineering Cash Credit Limit CRISIL BB- Stable,,,,,,,,,,,,
Dilpreet Tubes Private Limited, Metals & Mining Cash Credit Limit #,Standby Line Of Credit #,,,,,,,,,,,
Dilshad Trading Co Private Limited, Distributors Letter of Credit Limit CRISIL A4+,,,,,,,,,,,,
Dimension Steel and Alloys Private Limited, Metals & Mining Cash Credit Limit #,Letter of Credit Limit #,Revolving Letter of Credit #,,,,,,,,,,
Dimple Realtors Private Limited, Real Estate Development Term Loan Facilities CRISIL BB Stable,Din Dayal Purushottam Lal Trading Companies & Distributors Cash Credit Limit CRISIL B+ Stable,,,,,,,,,,,
Dina Iron and Steel Limited, Metals & Mining Cash Credit Limit #,Term Loan Facilities #,Dinabandhu Andrews Institute of Technology and Management Diversified Consumer Services Term Loan Facilities #,,,,,,,,,,
Dinabandhu Steel and Power Limited, Metals & Mining Cash Credit Limit #,Term Loan Facilities #,Letter of Credit and Bank Guarantee #,Dinco 4 Wheels LLP Specialty Retail Cash Credit Limit CRISIL B Stable,Electronic Dealer Financing Scheme CRISIL B Stable,Proposed Long-Term Bank Facility CRISIL B Stable,,,,,,,
Dinesh Brothers Private Limited, Distributors Proposed Fund-Based Bank Limits CRISIL BB- Stable,Foreign Bill Discounting Limit CRISIL BB- Stable,Cash Credit Limit CRISIL BB- Stable,Letter of Credit Limit CRISIL A4+,Packing Credits CRISIL A4+,,,,,,,,
Dinesh Das and Sons Mines and Steels Private Limited, Metals & Mining Cash Credit Limit #,Term Loan Facilities #,,,,,,,,,,,
Dinesh Engineers Private Limited, Construction & Engineering Cash Credit Limit CRISIL BB Stable,Proposed Long-Term Bank Facility CRISIL BB Stable,Bank Guarantee limit CRISIL A4+,,,,,,,,,,
Dinesh Infraprojects Private Limited, Construction & Engineering Cash Credit Limit #,Proposed Long-Term Bank Facility #,Overdraft Facility #,Bank Guarantee limit #,Dinesh Jewellers Textiles- Apparel & Luxury Goods Cash Credit Limit #,Proposed Long-Term Bank Facility #,,,,,,,
Dinesh Oils Limited, Food Products Stand by Line of Credit #,FCNRB Term Loans #,Cash Credit Limit #,Letter of Credit Limit #,Bank Guarantee limit #,Dinesh Soaps and Detergents Distributors Proposed Long-Term Bank Facility CRISIL B+ Stable,Letter of Credit Limit CRISIL A4,Dinesh Trading Company Trading Companies & Distributors Cash Credit Limit CRISIL BB Stable,Letter of Credit Limit CRISIL A4+,,,,
Dinesh Vanijya Private Limited, Distributors Proposed Long-Term Bank Facility #,Cash Credit Limit #,,,,,,,,,,,
Dineshchandra R. Agrawal Infracon Private Limited, Construction & Engineering Cash Credit Limit CRISIL A Stable,Bank Guarantee limit CRISIL A1,Letter of Credit Limit CRISIL A1,,,,,,,,,,
Dinman Polypacks Private Limited, Containers & Packaging Cash Credit Limit CRISIL BB- Stable,Term Loan Facilities CRISIL BB- Stable,Bank Guarantee limit CRISIL A4+,Dinodia Educational Society Diversified Consumer Services Term Loan Facilities #,Proposed Long-Term Bank Facility #,Dinshaw s Dairy Foods PRIVATE LIMITED Food Products Cash Credit Limit CRISIL A- Stable,Proposed Long-Term Bank Facility CRISIL A- Stable,Rupee Term Loans CRISIL A- Stable,Bank Guarantee limit CRISIL A2+,,,,
Dinurje Jewellery Private Limited, Textiles- Apparel & Luxury Goods Post Shipment Credits #,,,,,,,,,,,,
Dipanshu Promoter and Builder Private Limited, Construction & Engineering Cash Credit Limit CRISIL BB Stable,Bank Guarantee limit CRISIL A4+,Dipesh Engineering Works Machinery Cash Credit Limit CRISIL B+ Stable,Letter of Credit Limit CRISIL A4,,,,,,,,,
Dipti Diamonds and Jewellery Private Limited, Textiles- Apparel & Luxury Goods Post Shipment Credits #,,,,,,,,,,,,
Dipty Lal Judge Mal Private Limited, Household Durables Proposed Long-Term Bank Facility CRISIL BBB+ Stable,Term Loan Facilities CRISIL BBB+ Stable,Cash Credit Limit CRISIL BBB+ Stable,Letter of Credit and Bank Guarantee CRISIL A2,Foreign Exchange Facility CRISIL A2,,,,,,,,
Dipu Enterprises Private Limited, Engineering & Capital Goods Cash Credit Limit CRISIL B+ Stable,Term Loan Facilities CRISIL B+ Stable,,,,,,,,,,,
Dirco Polymers Private Limited, Chemicals Cash Credit Limit #,Proposed Cash Credit Limit #,Proposed Long-Term Bank Facility #,Letter of Credit Limit #,,,,,,,,,
Direct Logistics India Private Limited, Air Freight & Logistics Cash Credit Limit #,Bank Guarantee limit #,Standby Line Of Credit #,,,,,,,,,,
Disari India Savings and Credit Corporation Limited, Non Banking Financial Company Term Loan Facilities #,Cash Credit Limit #,Proposed Long-Term Bank Facility #,,,,,,,,,,
Dish India Private Limited, Machinery Long Term Bank Loan #,Cash Credit Limit #,,,,,,,,,,,
Dish Infra Services Private Limited, Media Term Loan Facilities CRISIL A- Stable,Non Convertible Debenture CRISIL A- Stable,,,,,,,,,,,
Disha Auto Components Private Limited, Machinery Cash Credit Limit CRISIL BB Stable,Proposed Term Loan CRISIL BB Stable,Term Loan Facilities CRISIL BB Stable,Disha Education Society Diversified Consumer Services Long Term Bank Loan #,,,,,,,,,
Disha Industries Limited, Containers & Packaging Term Loan Facilities #,Cash Credit Limit #,,,,,,,,,,,
Distichemi Process Engineering Private Limited, Machinery Cash Credit Limit CRISIL B Stable,Rupee Term Loans CRISIL B Stable,Bank Guarantee limit CRISIL A4,Diveel Cotton Industries Textiles- Apparel & Luxury Goods Cash Credit Limit CRISIL B Stable,Long Term Bank Loan CRISIL B Stable,,,,,,,,
Divij Infraprojects Private Limited, Construction & Engineering Cash Credit Limit #,Term Loan Facilities #,Bank Guarantee limit #,Divine Constructions Construction & Engineering Cash Credit Limit CRISIL BB Stable,Bank Guarantee limit CRISIL A4+,,,,,,,,
Divine Infracon Private Limited, Hotels Restaurants & Leisure Term Loan Facilities CRISIL D,,,,,,,,,,,,
Divine Vision Infraestate Private Limited, Real Estate Development Term Loan Facilities #,Divya Creations Textiles- Apparel & Luxury Goods Packing Credit in Foreign Currency CRISIL A3+,Proposed Short Term Bank Facility CRISIL A3+,Letter of Credit Limit CRISIL A3+,,,,,,,,,
Divya Dev Developers Private Limited, Real Estate Development Term Loan Facilities #,Divya Distributors Distributors Cash Credit Limit #,,,,,,,,,,,
Divya Engicon Private Limited, Construction & Engineering Cash Credit Limit CRISIL BB- Stable,Term Loan Facilities CRISIL BB- Stable,Bank Guarantee limit CRISIL A4+,,,,,,,,,,
Divya Global Private Limited, Textiles- Apparel & Luxury Goods Packing Credit CRISIL BB Stable,Foreign Discounting Bill Purchase CRISIL A4+,Divya Impex Distributors Cash Credit Limit #,,,,,,,,,,
Divya Jewellers Private Limited, Textiles- Apparel & Luxury Goods Packing Credits CRISIL A2+,Letter of Credit and Bank Guarantee CRISIL A2+,,,,,,,,,,,
Divya Jyoti Industries Limited, Food Products Cash Credit Limit CRISIL BB- Stable,Proposed Long-Term Bank Facility CRISIL BB- Stable,Letter of Credit Limit CRISIL A4+,Letter Of Guarantee CRISIL A4+,Bank Guarantee limit CRISIL A4+,,,,,,,,
Divya Packmaf Private Limited, Containers & Packaging Long Term Bank Loan CRISIL BB- Stable,Cash Credit Limit CRISIL BB- Stable,Proposed Long-Term Bank Facility CRISIL BB- Stable,,,,,,,,,,
Divya Spinning Mill Private Limited, Textiles- Apparel & Luxury Goods Long Term Bank Loan #,Proposed Long-Term Bank Facility #,Cash Credit Limit #,Bank Guarantee limit #,Divya Yog Mandir (Trust) Pharmaceuticals Cash Credit Limit #,,,,,,,,
Divyalakshmi Textiles Private Limited, Engineering & Capital Goods Cash Credit Limit CRISIL BB- Stable,Proposed Cash Credit Limit CRISIL BB- Stable,Letter of Credit and Bank Guarantee CRISIL A4+,,,,,,,,,,
Divyansh Promoters and Developers Private Limited, Real Estate Development Term Loan Facilities #,,,,,,,,,,,,
Divyansh Steel Private Limited, Distributors Cash Credit Limit CRISIL BBB Stable,Bank Guarantee limit CRISIL A3+,Letter of Credit Limit CRISIL A3+,,,,,,,,,,
Diwan Enterprises Private Limited, Distributors Stand by Line of Credit #,Cash Credit Limit #,Letter of Credit Limit #,,,,,,,,,,
Diwanka Energy Private Limited, Metals & Mining Cash Credit Limit CRISIL B Stable,Letter of Credit Limit CRISIL A4,,,,,,,,,,,
Dix Engineering Project Services Private Limited, Construction & Engineering Cash Credit Limit #,Corporate Loan #,Bank Guarantee limit #,,,,,,,,,,
Dixcy Textiles Private Limited, Textiles- Apparel & Luxury Goods Long Term Bank Loan #,Cash Credit Limit #,Standby Line Of Credit #,Diya Automobiles Specialty Retail Cash Credit Limit CRISIL BB+ Stable,Diya Motors Specialty Retail Cash Credit Limit CRISIL BB+ Stable,,,,,,,,
Diya Systems (Mangalore) Private Limited, Internet Software & Services Foreign Currency Term Loan #,Dlecta Foods Private limited Food Products Cash Credit Limit CRISIL B+ Stable,Term Loan Facilities CRISIL B+ Stable,Proposed Long-Term Bank Facility CRISIL B+ Stable,Letter of Credit Limit CRISIL A4,,,,,,,,
Dlords Footwear and Fashions Private Limited, Distributors Cash Credit Limit CRISIL BB- Stable,Proposed Long-Term Bank Facility CRISIL BB- Stable,Packing Credit in Foreign Currency CRISIL A4+,,,,,,,,,,
Dmsons Metal Private Limited, Distributors Cash Credit Limit CRISIL BBB- Stable,Letter of Credit Limit CRISIL A3,Doaba Khalsa Trust Diversified Consumer Services Long Term Bank Loan #,,,,,,,,,,
Dobersun Products Private Limited, Health Care Equipment & Supplies Long Term Bank Loan CRISIL BB- Stable,Secured Overdraft against term deposits CRISIL BB- Stable,Proposed Long-Term Bank Facility CRISIL BB- Stable,Cash Credit Limit CRISIL BB- Stable,Proposed Cash Credit Limit CRISIL BB- Stable,Proposed Buyer Credit Limit CRISIL A4+,Bank Guarantee limit CRISIL A4+,Proposed Letter of Credit CRISIL A4+,,,,,
Doctor Pack India Private Limited, Containers & Packaging Cash Credit Limit #,Bank Guarantee limit #,Letter of Credit Limit #,,,,,,,,,,
Dodhia Synthetics Limited, Textiles- Apparel & Luxury Goods Cash Credit Limit CRISIL BB+ Stable,Long Term Bank Loan CRISIL BB+ Stable,Proposed Long-Term Bank Facility CRISIL BB+ Stable,Bank Guarantee limit CRISIL A4+,Packing Credit in Foreign Currency CRISIL A4+,,,,,,,,
Dodhia Techno Engineering Private Limited, Machinery Cash Credit Limit CRISIL D,Proposed Long-Term Bank Facility CRISIL D,Bank Guarantee limit CRISIL D,Letter of Credit Limit CRISIL D,DollFine Developers Real Estate Development Cash Credit Limit CRISIL B+ Stable,Long Term Bank Loan CRISIL B+ Stable,Proposed Long-Term Bank Facility CRISIL B+ Stable,Bank Guarantee limit CRISIL A4,,,,,
Dollar Industries Limited, Textiles- Apparel & Luxury Goods Term Loan Facilities #,Working Capital Term Loan #,Cash Credit Limit #,,,,,,,,,,
Dolly Infraventures Private Limited, Construction & Engineering Cash Credit Limit #,Term Loan Facilities #,Bank Guarantee limit #,Dolphin Clothing Textiles- Apparel & Luxury Goods Term Loan Facilities #,Packing Credits #,Bill Discounting Facility #,,,,,,,
Dolphin Foods India Limited, Food Products Long Term Bank Loan #,Cash Credit Limit #,Dolphin International Distributors Term Loan Facilities #,Cash Credit Limit #,Dolphin International (Bangalore) Building Products Term Loan Facilities CRISIL BB Stable,Export Packing Credit limits CRISIL A4+,,,,,,,
Dolphin International Limited, Distributors Foreign Bill Discounting #,Packing Credits #,,,,,,,,,,,
Dolphin Nutraceuticals India Private Limited, Pharmaceuticals Proposed Long-Term Bank Facility CRISIL B Stable,,,,,,,,,,,,
Dolphin Offshore Enterprises India Limited, Air Freight & Logistics Proposed Long-Term Bank Facility CRISIL BB+ Stable,Cash Credit Limit CRISIL BB+ Stable,Fixed Deposit FB+ Stable,Bank Guarantee limit CRISIL A4+,Letter of Credit Limit CRISIL A4+,,,,,,,,
Dolphin Offshore Shipping Limited, Marine Cash Credit Limit CRISIL BB+ Stable,Proposed Long-Term Bank Facility CRISIL BB+ Stable,Bank Guarantee limit CRISIL A4+,Dolphin Promoters and Builders Real Estate Development Term Loan Facilities #,Proposed Long-Term Bank Facility #,,,,,,,,
Dolphin Wires Private Limited, Food Products Long Term Bank Loan CRISIL B+ Stable,Bill Discounting Facility CRISIL A4,Export Packing Credit limits CRISIL A4,Bank Guarantee limit CRISIL A4,,,,,,,,,
Domacls Engineering Private Limited, Machinery Term Loan Facilities #,Cash Credit Limit #,Bank Guarantee limit #,,,,,,,,,,
Donear Industries Limited, Textiles- Apparel & Luxury Goods Term Loan Facilities CRISIL BBB- Stable,Working Capital Demand Loan CRISIL BBB- Stable,Packing Credit CRISIL BBB- Stable,Cash Credit Limit CRISIL BBB- Stable,Proposed Working Capital Facility CRISIL BBB- Stable,Packing Credit in Foreign Currency CRISIL A3,Letter of Credit Limit CRISIL A3,Bank Guarantee limit CRISIL A3,,,,,
Donna Apparels Private Limited, Textiles- Apparel & Luxury Goods Rupee Term Loans #,Letter of Credit Limit #,Packing Credits #,Post Shipment Credit #,,,,,,,,,
Doonvalley Technopolis Private Limited, Hotels Restaurants & Leisure Term Loan Facilities #,,,,,,,,,,,,
Dora Infrastructures and Properties Private Limited, Construction & Engineering Proposed Working Capital Facility CRISIL B Stable,Cash Credit Limit CRISIL B Stable,Bank Guarantee limit CRISIL A4,,,,,,,,,,
Dorf Ketal Speciality Catalysts India Private Limited, Chemicals Foreign Currency Term Loan CRISIL A Stable,External Commercial Borrowing CRISIL A Stable,Cash Credit Limit CRISIL A Stable,Letter of Credit and Bank Guarantee CRISIL A1,,,,,,,,,
Dorf-Ketal Chemicals India Private Limited, Chemicals Corporate Loan CRISIL A Stable,Proposed Long-Term Bank Facility CRISIL A Stable,Working Capital Facility CRISIL A Stable,Working Capital Facility(ST) CRISIL A1,Down Town Charity Trust Diversified Consumer Services Term Loan Facilities CRISIL BB Stable,,,,,,,,
Down Town Hospital Limited, Health Care Providers & Services Term Loan Facilities #,Cash Credit Limit #,Dr. Anjoli Health Care Health Care Equipment & Supplies Proposed Long-Term Bank Facility CRISIL B- Stable,Dr. B.S. Gupta Medical Charitable Society Diversified Consumer Services Proposed Long-Term Bank Facility CRISIL BB Stable,Over Draft CRISIL BB Stable,Overdraft Facility CRISIL A4+,Bank Guarantee limit CRISIL A4+,,,,,,
Dr. Datsons Labs Limited, Pharmaceuticals Long Term Bank Loan #,Cash Credit Limit #,,,,,,,,,,,
Dr. Kamakshi Memorial Hospital Private Limited, Health Care Providers & Services Long Term Bank Loan #,Cash Credit Limit #,Proposed Long-Term Bank Facility #,,,,,,,,,,
Dr. Lal Pathlabs Limited, Health Care Providers & Services Proposed Long-Term Bank Facility CRISIL AA- Stable,Cash Credit Limit CRISIL AA- Stable,Dr. M.V. Shetty Memorial Trust Diversified Consumer Services Proposed Long-Term Bank Facility #,Term Loan Facilities #,Overdraft Facility #,Dr. Narendra V. Vaidya Health Care Providers & Services Proposed Long-Term Bank Facility #,,,,,,,
Dr.A.G. Eye Hospitals Private Limited, Health Care Providers & Services Long Term Bank Loan #,Dr.D.Y.Patil Pratishthan Diversified Consumer Services Long Term Bank Loan CRISIL BBB- Stable,,,,,,,,,,,
Dr.Shajis Mri and Medical Research Centre Private Limited, Health Care Providers & Services Long Term Bank Loan CRISIL B Stable,Proposed Long-Term Bank Facility CRISIL B Stable,Letter of Credit Limit CRISIL A4,,,,,,,,,,
Drashti Innovative Syncotex Pvt. Ltd., Textiles- Apparel & Luxury Goods Cash Credit Limit CRISIL D,Term Loan Facilities CRISIL D,Proposed Long-Term Bank Facility CRISIL D,Bank Guarantee limit CRISIL D,,,,,,,,,
Dream Gateway Hotels Private Limited, Hotels Restaurants & Leisure Rupee Term Loans #,Proposed Long-Term Bank Facility #,,,,,,,,,,,
Dream Home Carpets Private Limited, Household Durables Foreign Bill Purchase Limit CRISIL A4,Packing Credits CRISIL A4,,,,,,,,,,,
Dream Merchant Content Private Limited, Media Cash Credit Limit CRISIL B Stable,,,,,,,,,,,,
Dreamax Infra Developers Private Limited, Construction & Engineering Cash Credit Limit CRISIL B+ Stable,Bank Guarantee limit CRISIL A4,,,,,,,,,,,
Dreamfolks Services Private Limited, Commercial Services & Supplies Proposed Fund-Based Bank Limits CRISIL BB+ Stable,Overdraft Facility CRISIL A4+,,,,,,,,,,,
Drillcon Infrastructure Private Limited, Construction & Engineering Cash Credit Limit CRISIL BB Stable,Bank Guarantee limit CRISIL A4+,,,,,,,,,,,
Driplex Water Engineering Limited, Construction & Engineering Bill Discounting CRISIL BBB Stable,Cash Credit Limit CRISIL BBB Stable,Letter of Credit Limit CRISIL A3+,Bank Guarantee limit CRISIL A3+,Letter of Credit and Bank Guarantee CRISIL A3+,,,,,,,,
Drish Shoes Limited, Textiles- Apparel & Luxury Goods Term Loan Facilities CRISIL BBB- Stable,Cash Credit Limit CRISIL BBB- Stable,Export Packing Credit limits CRISIL A3,Drishti Apparels Engineering & Capital Goods Export Packing Credit & Export Bills Negotiation/Foreign Bill discounting(ST) CRISIL A4,Drishti Lifestyle Textiles- Apparel & Luxury Goods Packing Credits CRISIL A4,,,,,,,,
Drishti Motors Private Limited, Specialty Retail Cash Credit Limit #,Term Loan Facilities #,Drishti Trade House Distributors Cash Credit Limit #,Letter of Credit Limit #,,,,,,,,,
Drolia Electrosteels Private Limited, Metals & Mining Long Term Bank Loan CRISIL BB+ Stable,Proposed Long-Term Bank Facility CRISIL BB+ Stable,Cash Credit Limit CRISIL BB+ Stable,Letter of Credit Limit CRISIL A4+,,,,,,,,,
Drolia Mineral Industries Private Limited, Trading Companies & Distributors Letter of Credit Limit #,,,,,,,,,,,,
Ds-Max Realty Private Limited, Real Estate Development Proposed Term Loan #,,,,,,,,,,,,
Duars Union Tea Co. Limited, Food Products Proposed Long-Term Bank Facility CRISIL B+ Stable,Cash Credit Limit CRISIL B+ Stable,,,,,,,,,,,
Dubas Engineering Private Limited, Electrical Equipment Cash Credit Limit #,Proposed Cash Credit Limit #,Bank Guarantee limit #,Inland/Import Letter of Credit #,,,,,,,,,
Ducon Technologies India Private Limited, Machinery Cash Term Loan CRISIL BB+ Stable,Bank Guarantee limit CRISIL A4+,,,,,,,,,,,
Dudhepukur Cold Storage Private Limited, Commercial Services & Supplies Working Capital Loan (LT) CRISIL C,Term Loan Facilities CRISIL C,Cash Credit Limit CRISIL C,Proposed Long-Term Bank Facility CRISIL C,Bank Guarantee limit CRISIL A4,,,,,,,,
Duflon Industries Private Limited, Machinery Proposed Long-Term Bank Facility CRISIL BB Stable,Term Loan Facilities CRISIL BB Stable,Cash Credit Limit CRISIL BB Stable,Export Packing Credit CRISIL BB Stable,Bank Guarantee limit CRISIL A4+,Letter of Credit Limit CRISIL A4+,,,,,,,
Dugar Overseas Private Limited, Household Products Term Loan Facilities CRISIL B+ Stable,Cash Credit Limit CRISIL B+ Stable,Working Capital Demand Loan CRISIL B+ Stable,Inland/Import Letter of Credit CRISIL A4,Duhee Alloy Steel Processors Auto Components Proposed Long-Term Bank Facility CRISIL BBB- Stable,Term Loan Facilities CRISIL BBB- Stable,Cash Credit Limit CRISIL BBB- Stable,Bank Guarantee limit CRISIL A3,,,,,
Duke Plasto Technique Private Limited, Machinery Rupee Term Loans #,Cash Credit Limit #,Letter of Credit Limit #,,,,,,,,,,
Dukenhengra Tea Private Limited, Food Products Term Loan Facilities #,Cash Credit Limit #,,,,,,,,,,,
Dukes Products India Limited, Household Products Cash Credit Limit CRISIL A- Positive,,,,,,,,,,,,
Dunar Foods Limited, Food Products Export Packing Credit #,Stand by Line of Credit #,Term Loan Facilities #,Warehouse Receipts #,Cash Credit Limit #,Packing Credits #,Bill Discounting Facility #,,,,,,
Dunlop Polymers Private Limited, Auto Components Cash Credit Limit #,Term Loan Facilities #,,,,,,,,,,,
Dunnimaa Engineers And Divers Enterprises Private Limited, Energy Equipment & Services Cash Credit Limit CRISIL D,Proposed Long-Term Bank Facility CRISIL D,Term Loan Facilities CRISIL D,,,,,,,,,,
Durable Ceramics Private Limited, Electrical Equipment Cash Credit Limit CRISIL B+ Stable,Bank Guarantee limit CRISIL A4,Durable Conductors & Cables Electrical Equipment Cash Credit Limit #,Letter of Credit Limit #,Bank Guarantee limit #,,,,,,,,
Durable Transformers Private Limited, Electronic Equipment Instruments & Components Cash Credit Limit CRISIL B+ Stable,Letter of Credit Limit CRISIL A4,Durasign Corporation Metals & Mining Proposed Long-Term Bank Facility CRISIL B Stable,Proposed Cash Credit Limit CRISIL B Stable,Proposed Term Loan CRISIL B Stable,Proposed Bank Guarantee CRISIL A4,Durg Education and Charitable Society Diversified Consumer Services Over Draft CRISIL B Stable,Proposed Long-Term Bank Facility CRISIL B Stable,Term Loan Facilities CRISIL B Stable,,,,
Durga Automotives Private Limited, Specialty Retail Stand by Line of Credit #,Inventory Funding #,Proposed Long-Term Bank Facility #,Cash Credit Limit #,,,,,,,,,
Durga Carriers Private Limited, Road & Rail Cash Credit Limit CRISIL BB+ Stable,Bank Guarantee limit CRISIL A4+,Durga Charitable Society Diversified Consumer Services Proposed Long-Term Bank Facility CRISIL BBB+ Stable,Term Loan Facilities CRISIL BBB+ Stable,Secured Overdraft Facility CRISIL BBB+ Stable,Bank Guarantee limit CRISIL A2,,,,,,,
Durga Extraction Private Limited, Food Products Term Loan Facilities CRISIL BBB- Stable,Cash Credit Limit CRISIL BBB- Stable,Durga Hardware And Mill Store Distributors Proposed Long-Term Bank Facility CRISIL B+ Stable,Cash Credit Limit CRISIL B+ Stable,,,,,,,,,
Durga Hi-Rise Private Limited, Real Estate Development Proposed Long-Term Bank Facility #,Durga Marble and Minerals Building Products Letter of Credit Limit #,Packing Credits #,Durga Paper Mills Paper & Forest Products Term Loan Facilities #,Proposed Long-Term Bank Facility #,Durga Polyflex Industries Containers & Packaging Proposed Long-Term Bank Facility CRISIL BB Stable,Cash Credit Limit CRISIL BB Stable,Letter of Credit and Bank Guarantee CRISIL A4+,,,,,
Durga Processors Private Limited, Textiles- Apparel & Luxury Goods Proposed Long-Term Bank Facility CRISIL BBB- Stable,Cash Credit Limit CRISIL BBB- Stable,Term Loan Facilities CRISIL BBB- Stable,Bank Guarantee limit CRISIL A3,Letter of Credit Limit CRISIL A3,,,,,,,,
