D B Malls Private Limited, Real Estate Development Term Loan Facilities #,D C Metals Trading Companies & Distributors Cash Credit Limit CRISIL D,,,,,,,,,,,
Damodar Industries Limited, Textiles- Apparel & Luxury Goods Stand by Letter of Credit CRISIL BBB+ Stable,Cash Credit Limit CRISIL BBB+ Stable,Export Packing Credit CRISIL BBB+ Stable,Bill Discounting CRISIL BBB+ Stable,Term Loan Facilities CRISIL BBB+ Stable,Letter of Credit Limit CRISIL A2,Damodar Texo Fab Textiles- Apparel & Luxury Goods Cash Credit Limit CRISIL B- Stable,Term Loan Facilities CRISIL B- Stable,Proposed Long-Term Bank Facility CRISIL B- Stable,Damodar Timber Depot Distributors Over Draft CRISIL B Stable,Bill Discounting Facility CRISIL A4,Letter of Credit Limit CRISIL A4,
Damy Royal Stones Private Limited, Distributors Proposed Long-Term Bank Facility #,Cash Credit Limit #,,,,,,,,,,,
Danavarshini Exports Private Limited, Textiles- Apparel & Luxury Goods Long Term Bank Loan CRISIL BB+ Stable,Cash Credit Limit CRISIL BB+ Stable,Packing Credits CRISIL A4+,Foreign Discounting Bill Purchase CRISIL A4+,,,,,,,,,
Danco Enterprises India Private Limited, Construction & Engineering Cash Credit Limit CRISIL B Stable,Corporate Loan CRISIL B Stable,Bank Guarantee limit CRISIL A4,Letter of Credit Limit CRISIL A4,,,,,,,,,
Dandapat Cold Storage Private Limited, Commercial Services & Supplies Cash Credit Limit CRISIL B Stable,Working Capital Loan (LT) CRISIL B Stable,Proposed Long-Term Bank Facility CRISIL B Stable,Bank Guarantee limit CRISIL A4,,,,,,,,,
Danewalia Timbers Private Limited, Distributors Cash Credit Limit #,,,,,,,,,,,,
Dania Oro Jewellery Private Limited, Textiles- Apparel & Luxury Goods Proposed Long-Term Bank Facility CRISIL B- Stable,Post Shipment Credit CRISIL A4,Packing Credits CRISIL A4,,,,,,,,,,
Danieli India Limited, Machinery Cash Credit Limit CRISIL BBB+ Negative,Long Term Bank Loan CRISIL BBB+ Negative,Proposed Long-Term Bank Facility CRISIL BBB+ Negative,Bank Guarantee limit CRISIL A2,Letter of Credit Limit CRISIL A2,,,,,,,,
Danopharm Chemicals Private Limited, Pharmaceuticals Proposed Long-Term Bank Facility #,Cash Credit Limit #,Bank Guarantee limit #,Letter of Credit Limit #,Danush Interiors & Contractors Construction & Engineering Cash Credit Limit #,Letter of Credit Limit #,Dargar Trading Company Broking Company Bank Guarantee limit #,Dariyalal Industries Textiles- Apparel & Luxury Goods Cash Credit Limit CRISIL B+ Stable,Proposed Long-Term Bank Facility CRISIL B+ Stable,,,,
Darjeeling Cements Limited, Construction Materials Term Loan Facilities #,Proposed Long-Term Bank Facility #,Cash Credit Limit #,,,,,,,,,,
Darjeeling Dooars Plantations (Tea) Limited, Food Products Cash Credit Limit CRISIL BBB- Stable,Proposed Long-Term Bank Facility CRISIL BBB- Stable,Term Loan Facilities CRISIL BBB- Stable,Letter Of Guarantee CRISIL A3,,,,,,,,,
Darjeeling Flour Mills Private Limited, Food Products Proposed Long-Term Bank Facility #,Cash Credit Limit #,Term Loan Facilities #,Bank Guarantee limit #,,,,,,,,,
Darrick Insecticides Limited, Chemicals Term Loan Facilities CRISIL BB- Stable,Cash Credit Limit CRISIL BB- Stable,Letter of Credit Limit CRISIL A4+,,,,,,,,,,
Darshan Flexibles Private Limited, Containers & Packaging Term Loan Facilities #,Cash Credit Limit #,Bank Guarantee limit #,,,,,,,,,,
Darshan Foods Private Limited, Food Products Rupee Term Loans #,Cash Credit Limit #,Proposed Long-Term Bank Facility #,,,,,,,,,,
Darshanam Life Space Private Limited, Real Estate Development Long Term Bank Loan CRISIL BB Stable,Term Loan Facilities CRISIL BB Stable,,,,,,,,,,,
Darshanlal Jagdishparshad Private Limited, Food Products Term Loan Facilities CRISIL BB+ Positive,Cash Credit Limit CRISIL BB+ Positive,Proposed Long-Term Bank Facility CRISIL BB+ Positive,,,,,,,,,,
Darvesh Bussa Realtors Private Limited, Real Estate Development Long Term Bank Loan CRISIL BB Stable,Das Rice Mill Food Products Term Loan Facilities #,Proposed Long-Term Bank Facility #,Cash Credit Limit #,,,,,,,,,
Das and Sons Infracon Private Limited, Construction & Engineering Long Term Bank Loan CRISIL BB Stable,Over Draft CRISIL BB Stable,Bank Guarantee limit CRISIL A4+,Dasari Veer Raju and Gunnam Ram Chandra Rao Memorial Trust Diversified Consumer Services Proposed Long-Term Bank Facility CRISIL B Stable,Term Loan Facilities CRISIL B Stable,Dashmesh Cables Electrical Equipment Proposed Long-Term Bank Facility #,Cash Credit Limit #,Bill Purchase-Discounting Facility #,Bank Guarantee limit #,Dashmesh Educational Charitable Trust Health Care Providers & Services Term Loan Facilities CRISIL B+ Stable,Proposed Long-Term Bank Facility CRISIL B+ Stable,Over Draft CRISIL B+ Stable,Bank Guarantee limit CRISIL A4
Dashmesh Weaving and Dyeing Mills Private Limited, Engineering & Capital Goods Term Loan Facilities #,Proposed Long-Term Bank Facility #,Cash Credit Limit #,,,,,,,,,,
Dashrath Prasad Fertilizers Private Limited, Chemicals Long Term Bank Loan CRISIL B+ Stable,Proposed Long-Term Bank Facility CRISIL B+ Stable,Dasmesh Mechanical Works Machinery Cash Credit Limit CRISIL B- Stable,Long Term Bank Loan CRISIL B- Stable,Term Loan Facilities CRISIL B- Stable,,,,,,,,
Dasmesh Mechanical Works Private Limited, Machinery Cash Credit Limit CRISIL B- Stable,Term Loan Facilities CRISIL B- Stable,Letter of Credit Limit CRISIL A4,,,,,,,,,,
Daspara Tea Estate Private Limited, Food Products Long Term Bank Loan CRISIL BB- Stable,Cash Credit Limit CRISIL BB- Stable,Proposed Long-Term Bank Facility CRISIL BB- Stable,Bank Guarantee limit CRISIL A4+,Dass Rice AND Oil Mills Food Products Cash Credit Limit CRISIL B Stable,Export Packing Credit CRISIL B Stable,,,,,,,
Dassan Fashions Private Limited, Textiles- Apparel & Luxury Goods Packing Credits #,Proposed Short Term Bank Facility #,,,,,,,,,,,
Dassnagar Precision Engineering Private Limited, Machinery Cash Credit Limit #,Bank Guarantee limit #,,,,,,,,,,,
Data Infosys Limited, Internet Software & Services Cash Credit Limit CRISIL BB Stable,Bank Guarantee limit CRISIL A4+,,,,,,,,,,,
Data Patterns India Private Limited, Aerospace & Defense Term Loan Facilities CRISIL BBB- Stable,Proposed Long-Term Bank Facility CRISIL BBB- Stable,Cash Credit Limit CRISIL BBB- Stable,Bank Guarantee limit CRISIL A3,,,,,,,,,
Data Processing Forms Private Limited, Commercial Services & Supplies Cash Credit Limit CRISIL BBB- Stable,Bank Guarantee limit CRISIL A3,Data Sons Distributors Cash Credit Limit CRISIL BB Stable,,,,,,,,,,
Datamatics Global Services Limited, IT Services Proposed Short Term Bank Facility CRISIL A1,Packing Credits CRISIL A1,,,,,,,,,,,
Dathrie Granites Limited, Building Products Long Term Bank Loan CRISIL D,Export Packing Credit CRISIL D,Letter of Credit Limit CRISIL D,,,,,,,,,,
Datta Krupa Roller Flour Mill Private Limited, Food Products Cash Credit Limit #,Datta Meghe Institute of Medical Sciences Diversified Consumer Services Cash Credit Limit CRISIL B Stable,Bank Guarantee limit CRISIL A4,Dattakala Shikshan Sanstha Diversified Consumer Services Proposed Long-Term Bank Facility CRISIL D,Cash Credit Limit CRISIL D,Funded Interest Term Loan CRISIL D,Term Loan Facilities CRISIL D,,,,,,
Dattatreya Textiles Private Limited, Engineering & Capital Goods Cash Credit Limit CRISIL BBB- Stable,Long Term Bank Loan CRISIL BBB- Stable,Foreign Bill Discounting Limit CRISIL BBB- Stable,Bank Guarantee limit CRISIL A3,Dauji and Co. Textiles- Apparel & Luxury Goods Post Shipment Credit CRISIL D,Pre Shipment Packing Credit CRISIL D,Proposed Short Term Bank Facility CRISIL D,,,,,,
Daulat Agro India Private Limited, Food Products Long Term Bank Loan CRISIL D,Proposed Long-Term Bank Facility CRISIL D,Cash Credit Limit CRISIL D,,,,,,,,,,
Davangere Sugar Company Limited, Food Products Cash Credit Limit #,Letter of Credit Limit #,,,,,,,,,,,
Davi Engineering Private Limited, Auto Components Proposed Cash Credit Limit CRISIL BB Stable,Proposed Long-Term Bank Facility CRISIL BB Stable,Term Loan Facilities CRISIL BB Stable,Cash Credit Limit CRISIL BB Stable,Davinder Exports Textiles- Apparel & Luxury Goods Packing Credit #,Letter of Credit Limit #,Dawar Footwear Industries Engineering & Capital Goods Packing Credit in Foreign Currency #,Export Packing Credit limits #,Letter of Credit Limit #,FCNR (B) Short Term Loan #,,,
Dawar International Electronics Private Limited, Distributors Cash Credit Limit CRISIL B+ Stable,Channel Financing (LT) CRISIL B+ Stable,,,,,,,,,,,
Dawer Sons Private Limited, Engineering & Capital Goods Proposed Cash Credit Limit CRISIL B+ Stable,Cash Credit Limit CRISIL B+ Stable,,,,,,,,,,,
Daya Engineering Works Private Limited, Industrial Conglomerates Cash Credit Limit #,Letter of Credit Limit #,Bank Guarantee limit #,Dayakar Enterprises Distributors Cash Credit Limit CRISIL B+ Stable,Proposed Long-Term Bank Facility CRISIL B+ Stable,,,,,,,,
Dayal Cotspin Limited, Textiles- Apparel & Luxury Goods Cash Credit Limit CRISIL BB Stable,Proposed Long-Term Bank Facility CRISIL BB Stable,,,,,,,,,,,
Dayal Energy and Proteins Limited, Food Products Term Loan Facilities CRISIL BB Stable,Proposed Long-Term Bank Facility CRISIL BB Stable,Cash Credit Limit CRISIL BB Stable,Letter of Credit Limit CRISIL A4+,,,,,,,,,
Dayal Fertilizers Private Limited, Chemicals Proposed Long-Term Bank Facility CRISIL BBB+ Stable,Cash Credit Limit CRISIL BBB+ Stable,Bank Guarantee limit CRISIL A2,Letter of Credit Limit CRISIL A2,,,,,,,,,
Dayal Hospitality Private Limited, Hotels Restaurants & Leisure Term Loan Facilities #,,,,,,,,,,,,
Dayal Industries Private Limited, Food Products Cash Credit Limit CRISIL BBB+ Stable,,,,,,,,,,,,
Dayal Seeds Private Limited, Food Products Cash Credit Limit CRISIL BBB Stable,,,,,,,,,,,,
Dayal Steels Limited, Metals & Mining Cash Credit Limit #,Proposed Long-Term Bank Facility #,Letter of Credit Limit #,Bank Guarantee limit #,Dayanand Cotton Ind Engineering & Capital Goods Cash Credit Limit CRISIL D,Term Loan Facilities CRISIL D,,,,,,,
Dayawati Bishwanath Traders Private Limited, Distributors Cash Credit Limit CRISIL BB+ Stable,Proposed Long-Term Bank Facility CRISIL BB+ Stable,,,,,,,,,,,
Daystar Enviro Technologies Private Limited, Construction & Engineering Cash Credit Limit #,Proposed Long-Term Bank Facility #,Term Loan Facilities #,Bank Guarantee limit #,,,,,,,,,
Dazzle Designer Tiles Private Limited, Building Products Proposed Cash Credit Limit #,Proposed Term Loan #,Term Loan Facilities #,Cash Credit Limit #,Working Capital Demand Loan #,Letter of Credit Limit #,Proposed Letter of Credit #,Dazzle Overseas Textiles- Apparel & Luxury Goods Cash Term Loan CRISIL B+ Stable,Cash Credit Limit CRISIL B+ Stable,Proposed Long-Term Bank Facility CRISIL B+ Stable,Bank Guarantee limit CRISIL A4,Letter of Credit Limit CRISIL A4,
De Annpurna Contracts India Private Limited, Construction & Engineering Cash Credit Limit CRISIL BB Stable,Bank Guarantee limit CRISIL A4+,,,,,,,,,,,
De Son Marketing Private Limited, Distributors Cash Credit Limit CRISIL BB+ Stable,Channel Financing (LT) CRISIL BB+ Stable,,,,,,,,,,,
De-Designs and Interiors Private Limited, Construction & Engineering Cash Credit Limit CRISIL BB- Stable,Long Term Bank Loan CRISIL BB- Stable,Bank Guarantee limit CRISIL A4+,,,,,,,,,,
Debjyoti Pulp and Paper Private Limited, Paper & Forest Products Cash Credit Limit CRISIL B- Stable,Proposed Long-Term Bank Facility CRISIL B- Stable,Term Loan Facilities CRISIL B- Stable,Bank Guarantee limit CRISIL A4,,,,,,,,,
Debonair Realtors Private Limited, Real Estate Development Drop Line Overdraft Facility CRISIL A Stable,Proposed Long-Term Bank Facility CRISIL A Stable,,,,,,,,,,,
Debpara Tea Company Limited, Food Products Cash Credit Limit CRISIL B+ Stable,Proposed Long-Term Bank Facility CRISIL B+ Stable,,,,,,,,,,,
Deccan Cements Limited, Construction Materials Cash Credit Limit CRISIL A Stable,Long Term Bank Loan CRISIL A Stable,Bank Guarantee limit CRISIL A1,Letter of Credit Limit CRISIL A1,,,,,,,,,
Deccan Engineering Constructions Private Limited, Construction & Engineering Proposed Long-Term Bank Facility CRISIL B Stable,Secured Overdraft Facility CRISIL B Stable,Bank Guarantee limit CRISIL A4,,,,,,,,,,
Deccan Ferro Alloys Private Limited, Metals & Mining Proposed Working Capital Facility CRISIL BB+ Stable,Cash Credit Limit CRISIL BB+ Stable,Bank Guarantee limit CRISIL A4+,Letter of Credit Limit CRISIL A4+,,,,,,,,,
Deccan Fine Chemicals India Private Limited, Chemicals Foreign Currency Term Loan CRISIL A- Stable,Packing Credit in Foreign Currency CRISIL A2+,Letter of Credit and Bank Guarantee CRISIL A2+,,,,,,,,,,
Deccan Jewellers Private Limited, Textiles- Apparel & Luxury Goods Cash Credit Limit #,,,,,,,,,,,,
Deccan Mechanical And Chemical Industries Private Limited, Machinery Cash Credit Limit CRISIL BBB+ Stable,Proposed Fund-Based Bank Limits CRISIL BBB+ Stable,Bank Guarantee limit CRISIL A2+,Letter of Credit Limit CRISIL A2+,Proposed Non Fund based limits CRISIL A2+,,,,,,,,
Deccan Overseas Private Limited, Distributors Cash Credit Limit CRISIL BB- Stable,Proposed Long-Term Bank Facility CRISIL BB- Stable,Deccan Plast Industries Containers & Packaging Long Term Bank Loan #,Cash Credit Limit #,,,,,,,,,
Deccan Sales AND Service Private Limited, Commercial Services & Supplies Cash Credit Limit CRISIL BB- Stable,,,,,,,,,,,,
Deccan Strips and Tubes Private Limited, Metals & Mining Long Term Bank Loan #,Proposed Long-Term Bank Facility #,Cash Credit Limit #,Bank Guarantee limit #,,,,,,,,,
Deccan Tobacco Exports Private Limited, Tobacco Packing Credits CRISIL A3,,,,,,,,,,,,
Deccan Water Treatment Private Limited, Construction & Engineering Proposed Long-Term Bank Facility #,Cash Credit Limit #,Proposed Cash Credit Limit #,Over Draft #,Term Loan Facilities #,Proposed Letter of Credit & Bank Guarantee #,Bank Guarantee limit #,Deccan Wires and Welding Products Private LImited Metals & Mining Long Term Bank Loan #,Cash Credit Limit #,,,,
Decent Dia-Jewels Private Limited, Textiles- Apparel & Luxury Goods Post Shipment Credit #,Foreign Bill Discounting #,Proposed Short Term Bank Facility #,,,,,,,,,,
Decibels Electronics Private Limited, Electronic Equipment Instruments & Components Long Term Bank Loan CRISIL B- Stable,Cash Credit Limit CRISIL B- Stable,Letter of Credit and Bank Guarantee CRISIL A4,,,,,,,,,,
Deco Gold Glazed Tiles Limited, Building Products Proposed Long-Term Bank Facility CRISIL B- Stable,Term Loan Facilities CRISIL B- Stable,Cash Credit Limit CRISIL B- Stable,Bank Guarantee limit CRISIL A4,,,,,,,,,
Deco Mica Limited, Construction Materials Cash Credit Limit CRISIL BB+ Stable,Term Loan Facilities CRISIL BB+ Stable,Proposed Long-Term Bank Facility CRISIL BB+ Stable,Letter of Credit Limit CRISIL A4+,,,,,,,,,
Decolight Ceramics Limited, Building Products Term Loan Facilities #,Cash Credit Limit #,Letter of Credit Limit #,Bank Guarantee limit #,Bill Negotiation #,,,,,,,,
Decon India Plastics Private Limited, Auto Components Proposed Cash Credit Limit CRISIL BB+ Positive,,,,,,,,,,,,
Decor Paper Mills Limited, Paper & Forest Products Stand by Line of Credit #,Cash Credit Limit #,Term Loan Facilities #,Bank Guarantee limit #,Letter of Credit Limit #,,,,,,,,
Dedicated Freight Corridor Corporation of India Limited, Road & Rail Corporate Credit Rating CCR AAA,,,,,,,,,,,,
Dee Vee Projects Limited, Construction & Engineering Cash Credit Limit CRISIL BBB Positive,Term Loan Facilities CRISIL BBB Positive,Proposed Cash Credit Limit CRISIL BBB Positive,Bank Guarantee limit CRISIL A3+,,,,,,,,,
Dee Weldogen India Private Limited, Distributors Long Term Bank Loan #,Cash Credit Limit #,Letter of Credit Limit #,,,,,,,,,,
Dee-Tech Projects Private Limited, Construction & Engineering Proposed Cash Credit Limit #,Cash Credit Limit #,Proposed Bank Guarantee #,Bank Guarantee limit #,,,,,,,,,
Deedi Motors Private Limited, Specialty Retail Cash Credit Limit #,Deekay Electricals Distributors Channel Financing #,,,,,,,,,,,
Deekay Trexim India Private Limited, Textiles- Apparel & Luxury Goods Proposed Short Term Bank Facility #,Export Packing Credit limits #,Deep Industries Chemicals Cash Credit Limit CRISIL BB Stable,Bill Discounting under Letter of Credit CRISIL A4+,,,,,,,,,
Deep Industries Limited, Energy Equipment & Services Cash Credit Limit CRISIL A- Stable,Term Loan Facilities CRISIL A- Stable,Corporate Loan CRISIL A- Stable,Proposed Long-Term Bank Facility CRISIL A- Stable,Bank Guarantee limit CRISIL A2+,Deepa Jewellers Textiles- Apparel & Luxury Goods Cash Credit Limit CRISIL B- Stable,Deepak & Co. Food Products Over Draft CRISIL BB- Stable,,,,,,
Deepak Cables India Limited, Electrical Equipment Cash Credit Limit CRISIL D,Working Capital Term Loan CRISIL D,Letter of Credit Limit CRISIL D,Bank Guarantee limit CRISIL D,Deepak Construction Co. Energy Equipment & Services Over Draft CRISIL BB- Stable,Proposed Long-Term Bank Facility CRISIL BB- Stable,Bank Guarantee limit CRISIL A4+,Deepak Constructions Real Estate Development Proposed Long-Term Bank Facility #,,,,,
Deepak Cosmo Limited, Textiles- Apparel & Luxury Goods Term Loan Facilities #,Deepak Cotton Factory Textiles- Apparel & Luxury Goods Cash Credit Limit CRISIL B+ Stable,Deepak Cotton Mills Textiles- Apparel & Luxury Goods Cash Credit Limit CRISIL B Stable,Deepak Diamonds PRIVATE LIMITED Textiles- Apparel & Luxury Goods Export Packing Credit CRISIL BB- Stable,Proposed Long-Term Bank Facility CRISIL BB- Stable,Post Shipment Credits CRISIL BB- Stable,,,,,,,
Deepak Fasteners Limited, Machinery Cash Credit Limit CRISIL BBB- Stable,Proposed Term Loan CRISIL BBB- Stable,External Commercial Borrowing CRISIL BBB- Stable,Term Loan Facilities CRISIL BBB- Stable,Foreign Bill Discounting CRISIL A3,Letter of Credit Limit CRISIL A3,,,,,,,
Deepak International Limited, Distributors Term Loan Facilities CRISIL BB+ Positive,Proposed Long-Term Bank Facility CRISIL BB+ Positive,Cash Credit Limit CRISIL BB+ Positive,Post Shipment Credit CRISIL A4+,Packing Credits CRISIL A4+,,,,,,,,
Deepak Polyester Private Limited, Textiles- Apparel & Luxury Goods Cash Credit Limit CRISIL BB Stable,Proposed Long-Term Bank Facility CRISIL BB Stable,Deepak Rugs Textiles- Apparel & Luxury Goods Foreign Demand Bill Purchase CRISIL A4,Proposed Short Term Bank Facility CRISIL A4,Packing Credits CRISIL A4,Deepak Timber Store Distributors Cash Credit Limit CRISIL BB- Stable,Foreign Letter of Credit CRISIL A4+,,,,,,
Deepak Vegpro Private Limited, Food Products Cash Credit Limit #,Bank Guarantee limit #,Letter of Credit Limit #,,,,,,,,,,
Deepak and Comapany Infra Private Limited, Transportation Infrastructure Term Loan Facilities CRISIL B Stable,,,,,,,,,,,,
Deepam Hospital Limited, Health Care Providers & Services Proposed Long-Term Bank Facility #,Term Loan Facilities #,Cash Credit Limit #,,,,,,,,,,
Deepam Silk Retail Private Limited, Specialty Retail Proposed Long-Term Bank Facility CRISIL B+ Stable,Term Loan Facilities CRISIL B+ Stable,Cash Credit Limit CRISIL B+ Stable,,,,,,,,,,
Deepjyot Engineers Private Limited, Machinery Cash Credit Limit CRISIL B Stable,Term Loan Facilities CRISIL B Stable,,,,,,,,,,,
Deepkiran Foods Private Limited, Food Products Rupee Term Loans #,Foreign Bill Discounting #,Bank Guarantee limit #,Deepmala Fisheries Food Products Term Loan Facilities CRISIL B Stable,Proposed Long-Term Bank Facility CRISIL B Stable,Packing Credits CRISIL A4,Deepmala Foods Food Products Proposed Long-Term Bank Facility CRISIL BB Stable,Packing Credits CRISIL A4+,Deepmala Marine Exports Food Products Proposed Long-Term Bank Facility CRISIL BB Stable,Packing Credits CRISIL A4+,,,
Deepshikha Paper Private Limited, Paper & Forest Products Working Capital Term Loan #,Funded Interest Term Loan #,Cash Credit Limit #,Term Loan Facilities #,,,,,,,,,
Deesan Agro-Tech Limited, Food Products Warehouse Receipts CRISIL BBB- Stable,Term Loan Facilities CRISIL BBB- Stable,Cash Credit Limit CRISIL BBB- Stable,Stand by Line of Credit CRISIL BBB- Stable,Foreign Exchange Forwards CRISIL A3,Bank Guarantee limit CRISIL A3,,,,,,,
Deesan Ginning and Pressing Private Limited, Textiles- Apparel & Luxury Goods Term Loan Facilities CRISIL C,Cash Credit Limit CRISIL C,,,,,,,,,,,
Deevya Shakti Paper Mills Private Limited, Paper & Forest Products Long Term Bank Loan #,Cash Credit Limit #,Term Loan Facilities #,Bank Guarantee limit #,Letter of Credit Limit #,,,,,,,,
Defiance Knitting Industries Private Limited, Textiles- Apparel & Luxury Goods Proposed Long-Term Bank Facility #,Cash Credit Limit #,Bank Guarantee limit #,Packing Credits #,Bill Purchase-Discounting Facility #,Letter of Credit Limit #,Dehradun Nagar Nigam Others Corporate Credit Rating CCR BBB-,,,,,,
Deivaanai Sinter Metals Private Limited, Metals & Mining Term Loan Facilities #,Cash Credit Limit #,Deiveegam Trade Links Distributors Cash Credit Limit CRISIL B Stable,Bill Discounting Facility CRISIL A4,,,,,,,,,
Deki Electronics Limited, Electrical Equipment Proposed Long-Term Bank Facility CRISIL BBB Positive,Term Loan Facilities CRISIL BBB Positive,Cash Credit Limit CRISIL BBB Positive,,,,,,,,,,
DelVal Flow Controls Private Limited, Machinery Corporate Loan CRISIL BBB- Stable,Term Loan Facilities CRISIL BBB- Stable,Proposed Long-Term Bank Facility CRISIL BBB- Stable,Cash Credit Limit CRISIL BBB- Stable,Bank Guarantee limit CRISIL A3,,,,,,,,
Delhi Airport Parking Services Private Limited, Transportation Infrastructure Rupee Term Loans (Bank Loans) CRISIL A-(SO) Stable,,,,,,,,,,,,
Delhi Aviation Services Private Limited, Transportation Infrastructure Proposed Long-Term Bank Facility CRISIL BBB Stable,Cash Credit Limit CRISIL BBB Stable,Term Loan Facilities CRISIL BBB Stable,,,,,,,,,,
Delhi Control Devices Private Limited, Electrical Equipment Cash Credit Limit #,Proposed Long-Term Bank Facility #,Bill Discounting #,Letter of Credit Limit #,Bank Guarantee limit #,Overdraft Facility #,,,,,,,
Delhi Diamonds Private Limited, Textiles- Apparel & Luxury Goods Cash Credit Limit CRISIL D,Proposed Long-Term Bank Facility CRISIL D,,,,,,,,,,,
Delhi Forge Limited, Auto Components Cash Credit Limit #,Letter of Credit Limit #,Delhi Heart Institute and Multispeciality Hospital Health Care Providers & Services Cash Credit Limit CRISIL BB- Stable,Cash Term Loan CRISIL BB- Stable,,,,,,,,,
Delhi International Airport Private Limited, Transportation Infrastructure Corporate Credit Rating CCR AA-,,,,,,,,,,,,
Delhi Metro Rail Corporation Limited, Road & Rail Proposed Long-Term Bank Facility CRISIL AA+ Negative,Non Convertible Debenture CRISIL AA+ Negative,Delhi Productivity Council Diversified Consumer Services Term Loan Facilities #,Proposed Long-Term Bank Facility #,,,,,,,,,
Delhi Transco Limited, Electric Utilities Bond CRISIL BBB+ Negative,Delhites Syro Malabar Mission Diversified Consumer Services Over Draft #,Term Loan Facilities #,Proposed Long-Term Bank Facility #,Delicacies International Food Products Export Packing Credit limits CRISIL A4+,Export Bill Discounting CRISIL A4+,,,,,,,
Deligent Hotel Corporation Private Limited, Hotels Restaurants & Leisure Long Term Bank Loan CRISIL BB+ Stable,Delight Industries Electrical Equipment Cash Credit Limit #,Bank Guarantee limit #,,,,,,,,,,
Delite Apparels Limited, Textiles- Apparel & Luxury Goods Proposed Long-Term Bank Facility #,Cash Credit Limit #,Term Loan Facilities #,Letter of Credit Limit #,,,,,,,,,
Delite Hi-Tech Furniture Industries Private Limited, Household Durables Cash Credit Limit CRISIL B+ Stable,Term Loan Facilities CRISIL B+ Stable,Bank Guarantee limit CRISIL A4,,,,,,,,,,
Delsea Exports Private Limited, Food Products Packing Credit CRISIL B+ Stable,Bill Discounting Facility CRISIL A4,Delta Electronics Household Durables Cash Credit Limit CRISIL BBB- Stable,Bill Discounting Facility CRISIL A3,,,,,,,,,
Delta Finochem Private Limited, Chemicals Proposed Long-Term Bank Facility CRISIL BB+ Positive,Cash Credit Limit CRISIL BB+ Positive,Term Loan Facilities CRISIL BB+ Positive,Letter of Credit Limit CRISIL A4+,Standby Line Of Credit CRISIL A4+,Bank Guarantee limit CRISIL A4+,Bill Discounting under Letter of Credit CRISIL A4+,,,,,,
Delta Iron And Steel Company Private Limited, Trading Companies & Distributors Cash Credit Limit CRISIL BBB- Stable,Proposed Short Term Bank Facility CRISIL A3,Letter of Credit Limit CRISIL A3,,,,,,,,,,
Delta Msand Private Limited, Building Products Long Term Bank Loan CRISIL B+ Stable,Cash Credit Limit CRISIL B+ Stable,,,,,,,,,,,
Delta Paper Mills Limited, Paper & Forest Products Long Term Bank Loan CRISIL B- Stable,Cash Credit Limit CRISIL B- Stable,Bank Guarantee limit CRISIL A4,Letter of Credit Limit CRISIL A4,Overdraft Facility CRISIL A4,,,,,,,,
Delta Pre Engineered Buildings Private Limited, Construction & Engineering Cash Credit Limit #,Letter of Credit Limit #,Bank Guarantee limit #,,,,,,,,,,
Delta Sugars Limited, Food Products Cash Credit Limit CRISIL B- Stable,Term Loan Facilities CRISIL B- Stable,Deltron Electricals Electronic Equipment Instruments & Components Cash Credit Limit CRISIL B+ Stable,Proposed Long-Term Bank Facility CRISIL B+ Stable,Term Loan Facilities CRISIL B+ Stable,Bank Guarantee limit CRISIL A4,,,,,,,
Deluxe Cold Storage and Food Processors Limited, Food Products Cash Credit Limit CRISIL BBB+ Stable,Proposed Long-Term Bank Facility CRISIL BBB+ Stable,,,,,,,,,,,
Deluxe Fabrics Limited, Textiles- Apparel & Luxury Goods Cash Credit Limit #,Term Loan Facilities #,Deluxe Knitting Mill Textiles- Apparel & Luxury Goods Long Term Bank Loan CRISIL D,Packing Credits CRISIL D,,,,,,,,,
Deluxe Petrochem Private Limited, Distributors Proposed Long-Term Bank Facility CRISIL BB- Stable,Cash Credit Limit CRISIL BB- Stable,Letter of Credit Limit CRISIL A4+,Deluxe Sales Corporation Distributors Cash Credit Limit CRISIL BB- Stable,Letter of Credit Limit CRISIL A4+,,,,,,,,
Delvin Formulations Private Limited, Pharmaceuticals Proposed Long-Term Bank Facility CRISIL B Stable,Long Term Bank Loan CRISIL B Stable,,,,,,,,,,,
Dembla Timber Company Private Limited, Paper & Forest Products Letter of Credit Limit #,,,,,,,,,,,,
Demech Chemical Products Private Limited, Chemicals Cash Credit Limit CRISIL BB Stable,Term Loan Facilities CRISIL BB Stable,Bank Guarantee limit CRISIL A4+,,,,,,,,,,
Demosha Chemicals Private Limited, Chemicals Cash Credit Limit CRISIL BBB- Stable,Bank Guarantee limit CRISIL A3,Packing Credits CRISIL A3,Letter of Credit Limit CRISIL A3,Dena Bank Banks Upper Tier-II Bonds (under Basel II)(LT) CRISIL A+ Negative,Perpetual Tier-I Bonds (under Basel II)(LT) CRISIL A+ Negative,Tier I Bonds (Under Basel III)(LT) CRISIL A- Negative,Lower Tier-II Bonds (under Basel II)(LT) CRISIL AA- Negative,Certificate of Deposit CRISIL A1+,,,,
Dendi Agro Farms Private Limited, Food Products Term Loan Facilities CRISIL BB+ Stable,Cash Credit Limit CRISIL BB+ Stable,,,,,,,,,,,
Dentcare Dental Lab Private Limited, Health Care Equipment & Supplies Proposed Long-Term Bank Facility CRISIL B- Stable,Cash Credit Limit CRISIL B- Stable,Term Loan Facilities CRISIL B- Stable,,,,,,,,,,
